,Unnamed: 0,tweet_id,Positive,Negative,Neutral,Irony
654,654,1476176641688809476,no,no,yes,no
655,655,1455867366701772804,no,no,yes,no
656,656,1435545178421481475,no,no,yes,no
657,657,1395151154716217344,no,yes,no,no
658,658,1385514141176184832,no,no,yes,no
659,659,1374251199373975556,no,no,yes,no
660,660,1384413301698932737,no,no,yes,no
661,661,1355120973314469888,no,no,yes,no
662,662,1454199626303688706,yes,no,no,yes
663,663,1432981291725729795,no,no,yes,no
664,664,1364938340236197892,no,no,yes,no
665,665,1412103557030027265,no,no,yes,no
666,666,1467897166991613960,no,no,yes,no
667,667,1427886319548747777,no,no,yes,no
668,668,1448515266422394880,no,no,yes,no
669,669,1369586322135015424,no,yes,no,no
670,670,1459496850017464337,no,yes,no,yes
671,671,1447611971982041096,no,yes,no,yes
672,672,1379456432844767236,no,no,yes,no
673,673,1361600657665490948,no,yes,no,yes
674,674,1441743977443627012,no,no,yes,no
675,675,1437853644796399616,no,yes,no,no
676,676,1469253311186432008,no,yes,no,no
677,677,1385196306956754944,no,yes,no,yes
678,678,1411259997552533504,no,no,yes,no
679,679,1465015356351725570,no,yes,no,yes
680,680,1384810913426022402,no,yes,no,no
681,681,1408025381656006658,yes,no,no,yes
682,682,1391076148180930568,no,yes,no,no
683,683,1409440909645729798,no,no,yes,no
684,684,1431901408727535617,no,no,yes,no
685,685,1384197166315409416,no,yes,no,yes
686,686,1362789529946640384,no,yes,no,no
687,687,1451209208272142341,no,yes,no,no
688,688,1367112585766666245,no,yes,no,yes
689,689,1407046231461879811,no,yes,no,yes
690,690,1375184708561166343,no,yes,no,no
691,691,1393263329787908097,yes,yes,no,no
692,692,1406579190875537412,no,yes,no,yes
693,693,1367108999821357060,no,yes,no,no
694,694,1393236444647415810,no,no,yes,no
695,695,1395322884319584258,no,no,yes,no
696,696,1437086669388369921,no,no,yes,no
697,697,1376151289877385218,no,yes,no,no
698,698,1435661942031589376,yes,yes,no,no
699,699,1380144196821090305,no,yes,no,no
700,700,1463202655233323008,yes,no,no,no
701,701,1446385537284255757,yes,yes,no,no
702,702,1379510516528394246,no,no,yes,no
703,703,1412826650149011463,no,yes,no,yes
704,704,1350751363962204160,no,no,yes,no
705,705,1419387872306683908,no,no,yes,no
706,706,1413267722490757123,no,yes,no,no
707,707,1364108580740341769,no,yes,no,no
708,708,1393126117352087556,no,yes,no,yes
709,709,1398178781374947331,no,yes,no,no
710,710,1462444624124039172,no,no,yes,no
711,711,1358855032507150337,no,yes,no,no
712,712,1345100503756255236,no,yes,no,no
713,713,1458802429126918148,no,no,yes,no
714,714,1461739657344045061,yes,no,no,yes
715,715,1438453602180378624,no,no,yes,no
716,716,1360271407788261376,no,no,yes,no
717,717,1418575660910620674,no,no,yes,no
718,718,1369256962425241606,no,no,yes,no
719,719,1443848686509961226,yes,no,no,no
720,720,1474471432532938759,yes,no,no,no
721,721,1396412573034156038,no,yes,no,yes
722,722,1409879681466351624,no,yes,no,yes
723,723,1463451711469756416,no,yes,no,no
724,724,1350077811093082116,yes,no,no,yes
725,725,1387013941629423619,no,no,yes,no
726,726,1398342723539718147,no,no,yes,no
727,727,1405356022332547073,yes,no,no,no
728,728,1369555368758685697,no,no,yes,no
729,729,1408409653285953540,no,no,yes,no
730,730,1416677971746775040,no,yes,no,yes
731,731,1427631663228592142,no,yes,no,yes
732,732,1381609462767747077,no,yes,no,no
733,733,1446863820631195652,no,yes,no,yes
734,734,1453080912544116737,no,yes,no,no
735,735,1416376604272611328,no,yes,no,no
736,736,1382728963034902537,no,no,yes,no
737,737,1451619347445727237,no,yes,no,no
738,738,1353413178181476352,no,no,yes,no
739,739,1396773295056379905,no,yes,no,no
740,740,1419201328916701187,no,no,yes,no
741,741,1393503138292895750,no,no,yes,no
742,742,1408082205793034245,no,no,yes,no
743,743,1446094688474308609,no,no,yes,no
744,744,1380221579775315973,no,yes,no,no
745,745,1410973681304707073,no,yes,no,no
746,746,1351781027061116933,no,yes,no,no
747,747,1394622464567746563,no,yes,no,yes
748,748,1385179476913426432,no,yes,no,yes
749,749,1449856827131371528,no,yes,no,yes
750,750,1381151701302919168,no,no,yes,no
751,751,1474000746156892166,no,yes,no,no
752,752,1432270680456826881,no,yes,no,yes
753,753,1437488717325815817,no,yes,no,no
754,754,1389264542857838598,no,yes,no,no
755,755,1394915234364772354,yes,yes,no,no
756,756,1422596058673188869,yes,no,no,no
757,757,1416381258179956736,no,yes,no,no
758,758,1451551221693788164,no,no,yes,no
759,759,1383195347548311556,no,yes,no,yes
760,760,1395839243121999880,no,yes,no,yes
761,761,1370079577637281797,yes,no,no,yes
762,762,1427906813001936897,yes,no,no,no
763,763,1422151797469220866,no,no,yes,no
764,764,1415578559658217475,no,no,yes,no
765,765,1410883382322642946,no,no,yes,no
766,766,1431447199091675137,no,no,yes,no
767,767,1349075273661227012,no,yes,no,yes
768,768,1412758300265943041,no,no,yes,no
769,769,1374307059303350278,no,yes,no,no
770,770,1418120610480369664,no,no,yes,no
771,771,1417092342473973764,no,yes,no,no
772,772,1396387095665651712,no,no,yes,no
773,773,1407365558857867268,no,yes,no,no
774,774,1391151004171784192,no,yes,no,yes
775,775,1453423375620190215,yes,no,no,yes
776,776,1353029927050899458,no,yes,no,yes
777,777,1406927846086414340,no,yes,no,yes
778,778,1380869856040529920,no,yes,no,no
779,779,1461596442200616960,no,yes,no,no
780,780,1384638861696020482,no,yes,no,yes
781,781,1351495878998167559,yes,yes,no,no
782,782,1398959090903228422,no,yes,no,no
783,783,1349358477307752449,no,yes,no,no
784,784,1380069779453718532,no,no,yes,no
785,785,1395379636037734407,no,yes,no,yes
786,786,1407339401546547202,no,yes,no,no
787,787,1349780301359304706,no,no,yes,no
788,788,1349076383625060354,no,yes,no,yes
789,789,1359061138881867779,no,no,yes,no
790,790,1410696204124626948,no,yes,no,no
791,791,1457004965143134209,no,yes,no,yes
792,792,1408454772689190922,yes,no,no,yes
793,793,1416369175715590146,no,yes,no,yes
794,794,1412127413585252352,no,yes,no,no
795,795,1425798255204503552,no,yes,no,no
796,796,1396743974770155520,no,yes,no,no
797,797,1362040593321512965,no,yes,no,yes
798,798,1375211685544390658,no,yes,no,no
799,799,1394662013213757443,yes,no,no,yes
800,800,1361250508552499201,no,no,yes,no
801,801,1458900878556114946,no,yes,no,no
802,802,1391298591680081921,no,no,yes,no
803,803,1419410913090842624,yes,no,no,no
804,804,1446560961838649354,no,yes,no,no
805,805,1438751249063612418,no,no,yes,no
806,806,1395851693934497796,yes,no,no,yes
807,807,1443232991153639429,no,yes,no,no
808,808,1440671290755403777,no,no,yes,no
809,809,1394233437804957697,yes,yes,no,no
810,810,1382090952861450243,yes,no,no,no
811,811,1386469504025247746,no,yes,no,yes
812,812,1398209364478025729,yes,no,no,yes
813,813,1407969680975876100,no,no,yes,no
814,814,1366763452707069954,yes,yes,no,no
815,815,1399660726164373504,yes,no,no,no
816,816,1395408614769184771,no,yes,no,yes
817,817,1398288064858951681,no,no,yes,no
818,818,1443071424927780864,no,yes,no,yes
819,819,1452669986724622341,no,no,yes,no
820,820,1389924485713874944,no,no,yes,no
821,821,1380799504841068545,no,yes,no,no
822,822,1420292977856028674,no,yes,no,no
823,823,1405142201114546184,no,no,yes,no
824,824,1419397184970166279,no,yes,no,no
825,825,1349078716085899267,no,yes,no,yes
826,826,1353795194399977474,no,no,yes,no
827,827,1399725618418356224,no,yes,no,yes
828,828,1391697621274841088,no,no,yes,no
829,829,1439927433415757825,no,no,yes,no
830,830,1381487332193398788,no,no,yes,no
831,831,1460702867241721857,no,yes,no,yes
832,832,1416093383077109760,no,yes,no,yes
833,833,1402170360242524162,no,no,yes,no
834,834,1364277331234328584,no,yes,no,yes
835,835,1420441457555513345,no,no,yes,no
836,836,1398571053765562372,no,yes,no,no
837,837,1354171754524991488,no,no,yes,no
838,838,1395458683195297792,no,no,yes,no
839,839,1349708643248308228,yes,no,no,no
840,840,1427245956609753089,no,no,yes,no
841,841,1405136238387027973,no,yes,no,no
842,842,1458363597483094024,no,yes,no,yes
843,843,1361238012504473600,no,no,yes,no
844,844,1467434592240078849,yes,no,no,no
845,845,1426109849339838466,no,yes,no,yes
846,846,1416521380783349763,no,yes,no,yes
847,847,1379470609374183427,no,no,yes,no
848,848,1474765051479445514,yes,no,no,no
849,849,1416661520956674048,no,no,yes,no
850,850,1476459263669293058,no,no,yes,no
851,851,1440219852782727174,no,no,yes,no
852,852,1404344564782178308,no,no,yes,no
853,853,1408029724077658113,no,yes,no,yes
854,854,1390585669492281344,no,no,yes,no
855,855,1461297568009359362,no,yes,no,no
856,856,1416458758188933128,yes,no,no,yes
857,857,1459441508176826371,no,no,yes,no
858,858,1394258024425037824,no,yes,no,yes
859,859,1456638301985722374,no,no,yes,no
860,860,1438521809851146254,no,no,yes,no
861,861,1354756463172923392,no,yes,no,no
862,862,1354892684612292611,no,yes,no,no
863,863,1428292012684595204,no,yes,no,no
864,864,1420759448730030081,no,yes,no,no
865,865,1441065218386370562,no,no,yes,no
866,866,1467071681130905602,no,no,yes,no
867,867,1410519562332688387,no,no,yes,no
868,868,1417860731370942469,yes,no,no,no
869,869,1366487675516162054,no,yes,no,no
870,870,1408348849505177600,no,yes,no,yes
871,871,1349000991631433733,no,no,yes,no
872,872,1416672030234132480,no,yes,no,yes
873,873,1356187361533718529,no,no,yes,no
874,874,1466020717212938242,yes,no,no,no
875,875,1449995011685289985,no,no,yes,no
876,876,1411000409896984577,no,yes,no,no
877,877,1375448674327793664,no,yes,no,no
878,878,1453636935088545795,no,no,yes,no
879,879,1421166148884836353,yes,no,no,no
880,880,1383729553659469824,no,no,yes,no
881,881,1433396346938089474,no,no,yes,no
882,882,1420409964925898754,no,no,yes,no
883,883,1458790546370142214,no,yes,no,no
884,884,1365361207817994245,yes,no,no,no
885,885,1351224172060549126,yes,no,no,no
886,886,1442187396070531076,no,no,yes,no
887,887,1407305853141651456,no,yes,no,no
888,888,1397287213122076675,no,yes,no,no
889,889,1460554728719454211,no,yes,no,yes
890,890,1400444150772797450,no,yes,no,no
891,891,1459153852045922312,no,no,yes,no
892,892,1398354241891282945,no,yes,no,no
893,893,1411592310433931267,no,no,yes,no
894,894,1422233946276995085,no,yes,no,no
895,895,1406901993587752964,no,yes,no,yes
896,896,1454099148479811590,no,yes,no,no
897,897,1346761343379120128,yes,no,no,yes
898,898,1471420405428764672,no,no,yes,no
899,899,1416377602688880643,no,no,yes,no
900,900,1407662619310366721,no,no,yes,no
901,901,1394166320162385922,no,no,yes,no
902,902,1362762965452210189,no,no,yes,no
903,903,1395277216569860096,no,no,yes,no
904,904,1365560687884402689,no,yes,no,no
905,905,1392077066397433861,no,yes,no,no
906,906,1346174798171430914,no,yes,no,no
907,907,1410689938312548358,no,no,yes,no
908,908,1374041505418072072,no,no,yes,no
909,909,1368130995719913474,no,yes,no,no
910,910,1352447496543473664,no,no,yes,no
911,911,1389832871943319554,no,yes,no,no
912,912,1379057081240719360,no,no,yes,no
913,913,1385240247789817857,yes,no,no,no
914,914,1443874024413712409,no,no,yes,no
915,915,1397530515369046017,no,yes,no,no
916,916,1422854564592640001,no,no,yes,no
917,917,1404349351011487746,no,no,yes,no
918,918,1420858601053245538,no,no,yes,no
919,919,1348941832932249600,no,no,yes,no
920,920,1440692484204425222,no,no,yes,no
921,921,1411984053813891077,no,no,yes,no
922,922,1394659462804295683,no,yes,no,yes
923,923,1394201133917343746,no,yes,no,no
924,924,1381715747425107973,no,no,yes,no
925,925,1423222260383506433,no,yes,no,no
926,926,1393919280589180930,no,yes,no,yes
927,927,1379116216548212737,no,yes,no,no
928,928,1376909342553821184,no,no,yes,no
929,929,1368676349305622529,no,yes,no,yes
930,930,1390923744231792641,no,yes,no,yes
931,931,1359968686476382210,no,no,yes,no
932,932,1463065330260004865,no,no,yes,no
933,933,1403444211203125249,no,no,yes,no
934,934,1445380013050769428,yes,yes,no,no
935,935,1387455580810448898,no,no,yes,no
936,936,1368909051539709955,no,yes,no,no
937,937,1442806757022212096,no,yes,no,yes
938,938,1384064414698012672,no,yes,no,no
939,939,1443233154924437506,no,yes,no,yes
940,940,1351434114956578817,no,no,yes,no
941,941,1349823027593306122,no,yes,no,yes
942,942,1467991363014864896,no,yes,no,no
943,943,1456200625461530628,yes,no,no,no
944,944,1386979865207967744,no,no,yes,no
945,945,1466406375597215750,yes,yes,no,no
946,946,1351171119454302213,no,yes,no,yes
947,947,1415994670585425926,no,yes,no,yes
948,948,1345099218512453632,no,no,yes,no
949,949,1411917845445885952,no,yes,no,yes
950,950,1394213833883926528,no,no,yes,no
951,951,1405183666586800137,yes,no,no,no
952,952,1348542729291239425,yes,no,no,no
953,953,1410865583751577607,no,no,yes,no
954,954,1366744643958951943,no,no,yes,no
955,955,1429845960440619015,no,no,yes,no
956,956,1457006021944221698,no,yes,no,yes
957,957,1463946843902119941,yes,no,no,no
958,958,1412636114674933760,yes,no,no,no
959,959,1385340441181175810,no,yes,no,no
960,960,1399727139566534656,no,yes,no,no
961,961,1353892239836119041,no,no,yes,no
962,962,1348658917325369346,yes,no,no,no
963,963,1421030588832681986,no,no,yes,no
964,964,1351091880545677312,no,no,yes,no
965,965,1408044340123947022,no,yes,no,no
966,966,1377969058692366336,no,yes,no,no
967,967,1448187101736996868,no,yes,no,no
968,968,1395452735336730628,no,yes,no,no
969,969,1384113964578086918,no,yes,no,yes
970,970,1405464426044657673,no,no,yes,no
971,971,1394644362106187778,no,yes,no,yes
972,972,1357318041533562880,no,no,yes,no
973,973,1346422331091128320,yes,no,no,yes
974,974,1465221076955320324,no,yes,no,no
975,975,1349079401946877953,no,yes,no,yes
976,976,1397972480397086725,no,no,yes,no
977,977,1408006548920672256,yes,yes,no,no
978,978,1400083456189681665,no,yes,no,no
979,979,1353495103990603776,yes,yes,no,no
980,980,1454363778175356930,no,yes,no,no
981,981,1408044891763003394,no,yes,no,yes
982,982,1396695235237974016,no,no,yes,no
983,983,1412331273973125122,no,no,yes,no
984,984,1451218771516039173,no,yes,no,no
985,985,1386702990107684869,no,yes,no,no
986,986,1460528926103588864,no,no,yes,no
987,987,1380445788749361154,yes,no,no,yes
988,988,1346202861881978888,no,yes,no,no
989,989,1384197303485952006,no,yes,no,no
990,990,1467368858692558848,no,no,yes,no
991,991,1408152696163610625,no,yes,no,no
992,992,1450049382947172355,no,no,yes,no
993,993,1442827575718563840,no,yes,no,yes
994,994,1419980956648321029,no,no,yes,no
995,995,1394620713127055360,no,yes,no,yes
996,996,1444635161182810114,no,yes,no,no
997,997,1391074368760033284,no,no,yes,no
998,998,1431204620622352388,no,yes,no,no
999,999,1385949242863276033,no,yes,no,yes
1000,1000,1416668552350818307,no,yes,no,yes
1001,1001,1389309831710973956,no,no,yes,no
1002,1002,1384428200302981120,no,no,yes,no
1003,1003,1458776908670423040,no,yes,no,no
1004,1004,1398352734974320642,no,yes,no,yes
1005,1005,1411990243922882561,no,no,yes,no
1006,1006,1403319351369998337,no,yes,no,no
1007,1007,1393100949443514368,no,yes,no,no
1008,1008,1445775136527839239,no,no,yes,no
1009,1009,1379729390305705985,no,no,yes,no
1010,1010,1473196893010288645,no,no,yes,no
1011,1011,1396494769002582024,no,no,yes,no
1012,1012,1441316937770815491,yes,no,no,no
1013,1013,1425746223340924930,no,yes,no,yes
1014,1014,1413766485038845953,no,no,yes,no
1015,1015,1449727351030435843,no,no,yes,no
1016,1016,1467066744040738816,no,no,yes,no
1017,1017,1380351584983515137,yes,no,no,no
1018,1018,1352310315426443265,no,no,yes,no
1019,1019,1380100379208253445,no,no,yes,no
1020,1020,1379511164443496460,no,no,yes,no
1021,1021,1385276789409394693,no,no,yes,no
1022,1022,1392019543791394817,yes,no,no,no
1023,1023,1366748223797395457,no,yes,no,yes
1024,1024,1354082825696378880,no,yes,no,yes
1025,1025,1398231093548101632,no,yes,no,no
1026,1026,1395802377391857666,no,yes,no,no
1027,1027,1424135923516772354,no,yes,no,yes
1028,1028,1396507453966143491,no,yes,no,no
1029,1029,1357303651019218944,no,yes,no,no
1030,1030,1407668533765488645,yes,no,no,yes
1031,1031,1376849331811188737,yes,no,no,no
1032,1032,1359897400220000257,no,no,yes,no
1033,1033,1377929110337560577,no,yes,no,no
1034,1034,1422491404408852493,no,yes,no,no
1035,1035,1353262922936545281,no,no,yes,no
1036,1036,1360212474574893060,no,no,yes,no
1037,1037,1382099077748436992,no,yes,no,no
1038,1038,1469588345982533632,no,no,yes,no
1039,1039,1414540939876605953,no,yes,no,no
1040,1040,1472162412384169992,no,no,yes,no
1041,1041,1436958303461036032,no,no,yes,no
1042,1042,1404782094971289601,no,yes,no,no
1043,1043,1381361974022434816,no,yes,no,yes
1044,1044,1349078147434643456,no,yes,no,yes
1045,1045,1374322443456774150,no,yes,no,no
1046,1046,1360148325304008709,no,no,yes,no
1047,1047,1349079813450051587,no,yes,no,yes
1048,1048,1423634143552983047,no,no,yes,no
1049,1049,1371524814305959944,no,no,yes,no
1050,1050,1452337116009091074,no,yes,no,no
1051,1051,1435212472311500800,no,no,yes,no
1052,1052,1434806872809295874,no,yes,no,no
1053,1053,1475534171045085195,no,yes,no,no
1054,1054,1454044780011442184,yes,no,no,yes
1055,1055,1424998142789967899,no,yes,no,no
1056,1056,1377578060174737408,no,yes,no,no
1057,1057,1476188865786429447,no,no,yes,no
1058,1058,1461690791215177729,no,yes,no,no
1059,1059,1390256670983524353,no,no,yes,no
1060,1060,1377601778016006149,no,no,yes,no
1061,1061,1389501126781833216,no,no,yes,no
1062,1062,1397815334074257410,no,yes,no,no
1063,1063,1468822850555502593,no,no,yes,no
1064,1064,1393521421750607872,yes,no,no,no
1065,1065,1405531633952849921,no,no,yes,no
1066,1066,1423918970281893890,no,no,yes,no
1067,1067,1349608813628968960,no,no,yes,no
1068,1068,1461644497796976641,no,yes,no,yes
1069,1069,1352147457875042304,no,yes,no,no
1070,1070,1393845448402685952,no,yes,no,yes
1071,1071,1435508845590323203,no,no,yes,no
1072,1072,1426180578899075080,no,yes,no,yes
1073,1073,1463044732033056769,no,yes,no,no
1074,1074,1444255010817204226,no,yes,no,no
1075,1075,1460664293532311554,no,no,yes,no
1076,1076,1377566790084083719,no,yes,no,no
1077,1077,1425810137315426311,yes,no,no,no
1078,1078,1462034134587564032,no,yes,no,no
1079,1079,1451095539882340363,no,no,yes,no
1080,1080,1445036859256557570,no,yes,no,no
1081,1081,1361351256829214726,yes,no,no,no
1082,1082,1383032611354898432,no,no,yes,no
1083,1083,1364478619188408320,yes,no,no,no
1084,1084,1442806090454949888,no,yes,no,yes
1085,1085,1387493328409800709,no,no,yes,no
1086,1086,1356620284791562242,no,no,yes,no
1087,1087,1404334221758451713,yes,no,no,no
1088,1088,1395412603216797696,no,yes,no,no
1089,1089,1375096845945479169,no,yes,no,no
1090,1090,1373915242267348994,no,no,yes,no
1091,1091,1408045900916826115,no,no,yes,no
1092,1092,1473381365429288961,yes,no,no,no
1093,1093,1395479590471184384,no,no,yes,no
1094,1094,1390784362468179969,no,yes,no,yes
1095,1095,1377957611648249861,no,yes,no,no
1096,1096,1420100981560422413,no,yes,no,no
1097,1097,1377957560007933953,no,yes,no,no
1098,1098,1416330517100867584,no,yes,no,yes
1099,1099,1458205467717603332,no,no,yes,no
1100,1100,1408093905380327425,no,yes,no,no
1101,1101,1396442135788916736,yes,no,no,no
1102,1102,1387279909651898370,no,no,yes,no
1103,1103,1409835020492095491,no,yes,no,no
1104,1104,1403338962115121156,no,no,yes,no
1105,1105,1397531596991909889,no,yes,no,no
1106,1106,1435871350816743428,no,no,yes,no
1107,1107,1381935494834053125,no,no,yes,no
1108,1108,1361431799742750727,yes,yes,no,no
1109,1109,1379130593720606721,yes,no,no,no
1110,1110,1369693722586255366,no,yes,no,no
1111,1111,1414614330377752581,no,yes,no,yes
1112,1112,1415646679714443266,no,no,yes,no
1113,1113,1356658751646953472,no,no,yes,no
1114,1114,1408066707285962755,yes,no,no,no
1115,1115,1390785660328546304,no,yes,no,yes
1116,1116,1368523176532189184,no,no,yes,no
1117,1117,1378223461449994240,no,yes,no,no
1118,1118,1404665487833841666,no,no,yes,no
1119,1119,1474299464408092699,no,no,yes,no
1120,1120,1453948707129356302,no,no,yes,no
1121,1121,1443161870131683329,no,yes,no,yes
1122,1122,1398242548875943936,yes,yes,no,no
1123,1123,1375192589054410760,no,yes,no,no
1124,1124,1458838716005367817,no,no,yes,no
1125,1125,1379835377293344772,no,yes,no,no
1126,1126,1413079160382136322,no,no,yes,no
1127,1127,1396596327614713856,no,yes,no,no
1128,1128,1366340055946702855,no,no,yes,no
1129,1129,1365761497507504138,no,yes,no,yes
1130,1130,1448704412608774147,no,yes,no,no
1131,1131,1453352340103303171,no,no,yes,no
1132,1132,1450097533049610247,no,yes,no,yes
1133,1133,1407989310738124804,no,no,yes,no
1134,1134,1372091936304201729,no,no,yes,no
1135,1135,1413458854038233088,no,no,yes,no
1136,1136,1352666815856586752,no,no,yes,no
1137,1137,1397278119455858689,no,yes,no,yes
1138,1138,1374978735988994049,yes,no,no,no
1139,1139,1391078697936068611,no,no,yes,no
1140,1140,1420342720330178560,no,no,yes,no
1141,1141,1353446536676397062,no,yes,no,no
1142,1142,1364572673234272261,no,no,yes,no
1143,1143,1382002590309879808,no,yes,no,no
1144,1144,1347107542766411777,no,no,yes,no
1145,1145,1389879854145970179,no,yes,no,yes
1146,1146,1380474802616610816,no,yes,no,no
1147,1147,1391668056594784258,yes,no,no,no
1148,1148,1417871810172002304,no,yes,no,no
1149,1149,1472850128830664705,no,no,yes,no
1150,1150,1425579896550551564,no,yes,no,no
1151,1151,1430477054173237253,no,yes,no,yes
1152,1152,1390776227548569600,no,no,yes,no
1153,1153,1463508177652228098,no,yes,no,no
1154,1154,1368470394076807170,no,no,yes,no
1155,1155,1370295204910104609,no,no,yes,no
1156,1156,1428008549322563590,no,no,yes,no
1157,1157,1391118044651474948,no,yes,no,no
1158,1158,1364549143541252096,no,yes,no,no
1159,1159,1408029439066247175,yes,no,no,no
1160,1160,1363888642146598913,no,no,yes,no
1161,1161,1440024205467193347,no,no,yes,no
1162,1162,1402745630066413572,no,yes,no,yes
1163,1163,1395591092129701894,yes,no,no,no
1164,1164,1455432397441339392,no,no,yes,no
1165,1165,1434526032833437697,no,no,yes,no
1166,1166,1366326374680694785,no,yes,no,no
1167,1167,1457611219192459266,yes,no,no,no
1168,1168,1369652226738814981,no,yes,no,no
1169,1169,1404722777807011842,no,yes,no,no
1170,1170,1446478807507025926,no,no,yes,no
1171,1171,1407710483298361349,no,yes,no,yes
1172,1172,1397117775462686722,no,no,yes,no
1173,1173,1366943040783478788,no,no,yes,no
1174,1174,1415772834836664320,no,yes,no,no
1175,1175,1352039778070495233,no,no,yes,no
1176,1176,1394956471830523904,no,yes,no,yes
1177,1177,1367052752308883456,no,yes,no,no
1178,1178,1365427004749864962,no,yes,no,yes
1179,1179,1350453512510070786,no,yes,no,yes
1180,1180,1375498506438389760,no,no,yes,no
1181,1181,1423864089147752455,no,yes,no,yes
1182,1182,1402627740805828618,no,yes,no,no
1183,1183,1375706428623761411,no,yes,no,yes
1184,1184,1385881627008643089,no,no,yes,no
1185,1185,1405801082845024258,no,no,yes,no
1186,1186,1412502314787741703,no,yes,no,no
1187,1187,1373541479193399297,no,no,yes,no
1188,1188,1391313569686429696,no,no,yes,no
1189,1189,1408015058873905157,no,no,yes,no
1190,1190,1394578673458716675,no,no,yes,no
1191,1191,1376462998705995777,no,yes,no,no
1192,1192,1405082283070132225,no,yes,no,yes
1193,1193,1346366507551498241,no,yes,no,no
1194,1194,1453451720105803778,no,yes,no,no
1195,1195,1473574752057012229,no,no,yes,no
1196,1196,1364902149419917318,no,yes,no,no
1197,1197,1422100529426178051,no,no,yes,no
1198,1198,1463506412387065863,yes,no,no,no
1199,1199,1456706224498659330,yes,no,no,no
1200,1200,1439164881836691458,no,yes,no,no
1201,1201,1430600675868745729,no,yes,no,yes
1202,1202,1378255484227031040,no,no,yes,no
1203,1203,1458413178849738754,no,no,yes,no
1204,1204,1395330692968484865,no,no,yes,no
1205,1205,1391714654666252300,no,yes,no,no
1206,1206,1432267682838159361,yes,no,no,no
1207,1207,1407696315832848384,no,no,yes,no
1208,1208,1344937685325144064,yes,no,no,no
1209,1209,1346018147984314368,no,yes,no,yes
1210,1210,1401519792218066946,no,yes,no,no
1211,1211,1420651002617860098,no,no,yes,no
1212,1212,1402188745680556032,no,yes,no,yes
1213,1213,1402567591697211402,no,yes,no,no
1214,1214,1430446566905679878,no,yes,no,no
1215,1215,1448523084370173953,no,yes,no,no
1216,1216,1410622361431207936,no,no,yes,no
1217,1217,1390637394823634948,no,no,yes,no
1218,1218,1428424951145578498,no,yes,no,no
1219,1219,1373936171798171651,no,yes,no,no
1220,1220,1385257040138932226,yes,no,no,no
1221,1221,1397585569333403654,no,no,yes,no
1222,1222,1438489258998784006,no,yes,no,yes
1223,1223,1430835809222070273,no,no,yes,no
1224,1224,1392020316226981890,yes,yes,no,no
1225,1225,1390002333526986758,no,yes,no,no
1226,1226,1399755657549651981,no,no,yes,no
1227,1227,1475458743756365830,no,yes,no,no
1228,1228,1405806678419910657,no,yes,no,yes
1229,1229,1361265298989608964,no,no,yes,no
1230,1230,1428030385422848002,no,no,yes,no
1231,1231,1409448080093683727,no,no,yes,no
1232,1232,1475186776507654144,yes,no,no,no
1233,1233,1402665420457398276,no,yes,no,yes
1234,1234,1407055282119839745,no,yes,no,no
1235,1235,1397822640958722048,no,yes,no,no
1236,1236,1383753049265475589,no,yes,no,no
1237,1237,1386225160450199554,no,no,yes,no
1238,1238,1402222564974510082,no,yes,no,no
1239,1239,1440983456457101314,no,no,yes,no
1240,1240,1362735252179836930,no,no,yes,no
1241,1241,1444707574339747841,no,yes,no,yes
1242,1242,1394659084838883328,no,yes,no,yes
1243,1243,1379744588496244739,no,no,yes,no
1244,1244,1402698205045866499,no,yes,no,yes
1245,1245,1437868714678960132,no,yes,no,yes
1246,1246,1381903620329893895,no,no,yes,no
1247,1247,1398277837132550145,no,yes,no,no
1248,1248,1365240420712734722,no,no,yes,no
1249,1249,1376888434174914562,no,yes,no,no
1250,1250,1378404448838549508,no,yes,no,yes
1251,1251,1430903692325126154,no,yes,no,yes
1252,1252,1464268178020872199,no,no,yes,no
1253,1253,1470014228601790476,no,yes,no,no
1254,1254,1376485451373162496,no,yes,no,no
1255,1255,1453754134394556417,no,yes,no,yes
1256,1256,1395852561782120452,no,yes,no,no
1257,1257,1364614782020640768,no,yes,no,no
1258,1258,1414974137899130886,no,yes,no,yes
1259,1259,1467176763470012422,no,no,yes,no
1260,1260,1434365495080275968,no,no,yes,no
1261,1261,1406618097440669696,no,yes,no,no
1262,1262,1388943682494214147,no,yes,no,yes
1263,1263,1392472417793159174,no,yes,no,yes
1264,1264,1377618180215091202,no,yes,no,no
1265,1265,1368262656642215942,no,yes,no,yes
1266,1266,1405148611281833986,no,yes,no,yes
1267,1267,1386089473977602049,no,no,yes,no
1268,1268,1452164776138772481,no,no,yes,no
1269,1269,1413766509634146306,no,no,yes,no
1270,1270,1398257216801681411,no,no,yes,no
1271,1271,1393191915290517504,no,no,yes,no
1272,1272,1458006761181519874,no,no,yes,no
1273,1273,1451816245855129610,no,no,yes,no
1274,1274,1371484174683635714,no,yes,no,no
1275,1275,1362232035432103936,no,yes,no,no
1276,1276,1366681468878131201,no,no,yes,no
1277,1277,1455874641554296834,yes,no,no,no
1278,1278,1405563687541383172,no,no,yes,no
1279,1279,1465964423575650305,no,no,yes,no
1280,1280,1441315320988241932,yes,yes,no,no
1281,1281,1390786899443339266,no,no,yes,no
1282,1282,1372543823285522434,no,no,yes,no
1283,1283,1374251206831443968,no,no,yes,no
